,Time,value,entry,Azide_1,Azide_2,Type,variable
85,5.833333333333333,0.09889999999999999,02,Cys,Cys,NoClick,B11
86,6.0,0.05449999999999999,02,Cys,Cys,NoClick,B11
87,6.166666666666667,0.015799999999999995,02,Cys,Cys,NoClick,B11
88,6.333333333333333,0.005299999999999999,02,Cys,Cys,NoClick,B11
89,6.5,0.009299999999999989,02,Cys,Cys,NoClick,B11
90,6.666666666666667,0.004199999999999995,02,Cys,Cys,NoClick,B11
91,6.833333333333333,0.001899999999999999,02,Cys,Cys,NoClick,B11
92,7.0,0.0010000000000000009,02,Cys,Cys,NoClick,B11
93,7.166666666666667,0.0015000000000000013,02,Cys,Cys,NoClick,B11
94,7.333333333333333,0.0013999999999999985,02,Cys,Cys,NoClick,B11
95,7.5,0.0012999999999999956,02,Cys,Cys,NoClick,B11
96,7.666666666666667,0.0012999999999999956,02,Cys,Cys,NoClick,B11
97,7.833333333333333,0.0010999999999999899,02,Cys,Cys,NoClick,B11
98,8.0,0.0012999999999999956,02,Cys,Cys,NoClick,B11
99,8.166666666666666,0.0007999999999999952,02,Cys,Cys,NoClick,B11
